Manufacturer,Description,Transmission,Engine Capacity,Fuel Type,Metric Urban Cold,Metric Extra-Urban,Metric Combined,Imperial Urban Cold,Imperial Extra-Urban,Imperial Combined,CO2 g/km,Fuel_Cost_12000_Miles,Noise Level dBA,Emissions CO mg/km,Emissions Nox mg/km
VAUXHALL,1.4i 140PS Elite 16v Turbo Stop/Start with 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.9,5.5,6.4,35.8,51.4,44.1,149,1484,72,581,14
VAUXHALL,1.4i 140PS SE 16v Turbo Stop/Start with 17'' 18'' 19'' and 20'' wheels,M6,1364,Petrol,7.9,5.5,6.4,35.8,51.4,44.1,149,1484,72,581,14
VAUXHALL,1.4i 90PS Design with 14'' 15'' and 16'' wheels,A6,1398,Petrol,7.8,4.9,6,36.2,57.6,47.1,140,1390,71,550,12
VAUXHALL,1.4i 90PS SE with 16'' wheels,A6,1398,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,139,1367,71,550,12
VAUXHALL,1.4i 150PS Red Edition Turbo Stop/Start with 16'' 17'' and 18'' wheels,M6,1364,Petrol,7.4,4.8,5.7,38.2,58.9,49.6,132,1320,72,645,14
VAUXHALL,1.4i 90PS Energy ecoFLEX with 16'' wheels,A6,1398,Petrol,7.8,4.7,5.9,36.2,60.1,47.9,135,1367,71,645,8
VAUXHALL,1.4i 90PS Design with 14'' 15'' and 16'' wheels,A6,1398,Petrol,7.8,4.9,6,36.2,57.6,47.1,140,1390,71,550,12
VAUXHALL,1.4i 90PS Excite with 16'' wheels,A6,1398,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,139,1367,71,550,12
VAUXHALL,1.4i 90PS SE with 16'' wheels,A6,1398,Petrol,7.7,4.9,5.9,36.7,57.6,47.9,139,1367,69,550,12
VAUXHALL,1.4i 90PS Energy with 16'' wheels,A6,1398,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,137,1367,71,645,8
VAUXHALL,"1.4i 90PS SE with 16"" wheel.",A6,1398,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,137,1367,71,645,8
VAUXHALL,1.4i 90PS SRi with 16'' wheels,A6,1398,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,137,1367,71,645,8
VAUXHALL,1.4i 100PS 16v SE with 15'' 16'' and 17'' wheels,M5,1398,Petrol,7.6,5,6,37.2,56.5,47.1,140,1390,71,695,29
VAUXHALL,1.4i 100PS Tech Line 16v with 15'' 16'' and 17'' wheels,M5,1598,Petrol,7.6,5,6,37.2,56.5,47.1,140,1390,71,695,29
VAUXHALL,1.4i 120PS SE 16v Turbo with 15'' 16'' and 17'' wheels,M5,1364,Petrol,7.8,4.8,5.9,36.2,58.9,47.9,139,1367,71,462,14
VAUXHALL,1.4i 100PS Life 16v with 15'' 16'' and 17'' wheels,M5,1398,Petrol,7.6,5,6,37.2,56.5,47.1,140,1390,71,695,29
VAUXHALL,1.4i 140PS Active Turbo Stop-Start with 16'' 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.6,5.1,6,37.2,55.4,47.1,140,1390,72,525,14
VAUXHALL,1.4i 140PS Active Turbo with 16'' 17'' 18'' and 19'' wheels,A6,1364,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,149,1505,72,700,9
VAUXHALL,1.4i 140PS Elite NAV Turbo with 16'' 17'' 18'' and 19'' wheels,A6,1364,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,149,1505,72,700,9
VAUXHALL,1.4i 140PS Limited Edition Turbo Stop/Start with 16'' 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,145,1461,72,412,12
VAUXHALL,1.4i 140PS SE Turbo Stop/Start with 16'' 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,145,1461,72,412,12
VAUXHALL,1.4i 140PS Tech Line Turbo Stop/Start FWD with 16'' 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,145,1461,72,412,12
VAUXHALL,1.4i 140PS Exclusive Turbo Stop/Start ith 16'' 17'' 18'' and 19'' wheels,M6,1364,Petrol,7.9,5.4,6.3,35.8,52.3,44.8,145,1461,72,593,11
VAUXHALL,1.4i 140PS Tech Line Turbo FWD with 16'' 17'' 18'' and 19'' wheels,A6,1364,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,149,1505,72,700,9
VAUXHALL,1.4i 170PS Exclusiv Turbo FWD with 16'' 17'' 18'' and 19'' wheels,A6,1364,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,149,1505,72,700,9
VOLKSWAGEN,1.4 TSI 150PS Stop-Start Design,M6,1395,Petrol,7,4.9,5.7,40.4,57.6,49.6,132,1320,72,162,35
VOLKSWAGEN,1.4 TSI 150PS Stop-Start Design,M6,1395,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,136,1367,72,162,35
VOLKSWAGEN,1.4 TSI 150PS Stop-Start BMT,M6,1390,Petrol,7.2,4.9,5.7,39.2,57.6,49.6,133,1320,72,226,27
VOLKSWAGEN,2.0 TSI 230PS 3/5 door GTi,M6,1984,Petrol,7.8,5.5,6.4,36.2,51.4,44.1,148,1484,72,353,35
VOLKSWAGEN,2.0 TSI 230PS DSG 3 door GTi,D6,1984,Petrol,8.1,5.3,6.3,34.9,53.3,44.8,145,1461,74,367,18
VOLKSWAGEN,2.0 TSI 230PS DSG 5 door GTi,D6,1984,Petrol,8.2,5.4,6.4,34.4,52.3,44.1,148,1484,74,367,18
VOLKSWAGEN,1.8 TSI 192PS GTi,M6,1798,Petrol,7.6,5.1,6,37.2,55.4,47.1,140,1390,73,245,22
VOLKSWAGEN,2.0 TSI 180PS DSG Stop-Start,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 180PS DSG Stop-Start GT,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 180PS DSG Stop-Start GT Black Edition,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 180PS DSG Stop-Start R-Line,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 180PS DSG Stop-Start R-Line Black Edition,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 180PS Stop-Start,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,73,319,25
VOLKSWAGEN,2.0 TSI 180PS Stop-Start GT,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,73,319,25
VOLKSWAGEN,2.0 TSI 180PS Stop-Start GT Black Edition,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,73,319,25
VOLKSWAGEN,2.0 TSI 180PS Stop-Start R-Line,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,73,319,25
VOLKSWAGEN,2.0 TSI 180PS Stop-Start R-Line Black Edition,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,73,319,25
VOLKSWAGEN,2.0 TSI 220PS DSG Stop-Start GTS,D6,1984,Petrol,8.1,5.3,6.4,34.9,53.3,44.1,148,1484,74,311,23
VOLKSWAGEN,2.0 TSI 220PS Stop-Start GTS,M6,1984,Petrol,7.6,5.3,6.1,37.2,53.3,46.3,142,1414,75,319,25
VOLKSWAGEN,1.4 TSI 150 PS Stop-Start  S,M6,1390,Petrol,8,5.6,6.5,35.3,50.4,43.5,150,1505,72,275,42
VOLKSWAGEN,1.4 TSI 150 PS Stop-Start  SE Nav,M6,1390,Petrol,8,5.6,6.5,35.3,50.4,43.5,150,1505,72,275,42
VOLKSWAGEN,1.4 TSI 150 PS Stop-Start SE,M6,1390,Petrol,8,5.6,6.5,35.3,50.4,43.5,150,1505,72,275,42
VOLKSWAGEN,1.4 TSI 125PS Stop-Start S,M6,1395,Petrol,7.4,5.2,6,38.2,54.3,47.1,137,1390,73,320,27
VOLKSWAGEN,1.4 TSI ACT 150PS Stop-Start SE,M6,1395,Petrol,7,5.1,5.8,40.4,55.4,48.7,132,1344,73,334,27
VOLKSWAGEN,1.4 TSI ACT 150PS Stop-Start SE Navigation,M6,1395,Petrol,7,5.1,5.8,40.4,55.4,48.7,132,1344,73,334,27
VOLKSWAGEN,1.4 TSI 150PS Stop-Start R-Line,M6,1395,Petrol,7,5,5.7,40.4,56.5,49.6,133,1320,71,183,29
VOLKSWAGEN,1.4 TSI 150PS Stop-Start SEL,M6,1395,Petrol,7,5,5.7,40.4,56.5,49.6,133,1320,71,183,29
VOLKSWAGEN C.V.,1.2 TSI 84PS BMT,M5,1197,Petrol,6.9,4.8,5.6,40.9,58.9,50.4,131,1299,72,183,25
VOLKSWAGEN C.V.,1.4 TSI 125PS BMT,M5,1395,Petrol,7.2,5.1,5.9,39.2,55.4,47.9,135,1367,73,148,31
VOLKSWAGEN C.V.,1.4 TSI 125PS DSG BMT,D6,1395,Petrol,6.7,5.2,5.8,42.2,54.3,48.7,133,1344,72,256,25
VOLKSWAGEN C.V.,1.4 TSI 125PS 7speed DSG BMT,D7,1395,Petrol,6.7,5.3,5.8,42.2,53.3,48.7,133,1344,72,256,25
VOLKSWAGEN C.V.,1.4 TSI 125PS BMT,M6,1395,Petrol,7.3,5.5,6,38.7,51.4,47.1,138,1390,73,148,31
VOLVO,T4,6MT,1969,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,131,1299,73,197,28
VOLVO,T4,6AT,1969,Petrol,7.4,4.8,5.8,38.2,58.9,48.7,134,1344,72,196,21
VOLVO,T4,6MT,1969,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,131,1299,73,198,28
VOLVO,T4,6AT,1969,Petrol,7.5,4.8,5.8,37.7,58.9,48.7,134,1344,72,196,22
VOLVO,T3 Cross Country,6AT,1498,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,131,1299,70,281,16
VOLVO,T5,8AT,1969,Petrol,7.9,4.8,5.9,35.8,58.9,47.9,137,1367,69,299,25
VOLVO,T5 AWD Cross Country,8AT,1969,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,149,1484,70,554,22
VOLVO,T3 CROSS COUNTRY,6AT,1498,Petrol,7.4,4.6,5.6,38.2,61.4,50.4,131,1299,70,281,16
VOLVO,T5,8AT,1969,Petrol,8,4.5,5.9,35.3,60.1,47.9,137,1367,71,299,17
VOLVO,T5 AWD CROSS COUNTRY,8AT,1969,Petrol,8.5,5.2,6.4,33.2,54.3,44.1,149,1484,70,555,22
VOLVO,T4,6MT,1969,Petrol,7.5,4.8,5.8,37.7,58.9,48.7,135,1344,73,225,29
VOLVO,T4,6AT,1969,Petrol,7.4,4.9,5.8,38.2,57.6,48.7,136,1344,72,201,24
VOLVO,T4,6MT,1969,Petrol,7.5,4.8,5.8,37.7,58.9,48.7,135,1344,73,198,28
VOLVO,T4,6AT,1969,Petrol,7.4,4.9,5.8,38.2,57.6,48.7,136,1344,72,196,22
ABARTH,1.4 MultiAir 170 bhp,6AT,1368,Petrol,9.1,5.2,6.6,31,54.3,42.8,153,1529,69,454,36
ALFA ROMEO,1750 TBI 240 bhp TCT,SAT6,1742,Petrol,10.1,5.1,6.9,28,55.4,40.9,161,1601,71.4,404,38
ALFA ROMEO,1750 TBI 240 bhp TCT,SAT6,1742,Petrol,9.8,5,6.8,28.8,56.5,41.5,157,1577,71.4,404,38
ALFA ROMEO,1750 TBI 240 bhp TCT (MY 2015),SAT6,1742,Petrol,9.5,5.2,6.8,29.7,54.3,41.5,157,1577,70,408,20
AUDI,S1 quattro 2.0 TFSI 231PS Stop-Start 17'' wheels,QM6,1984,Petrol,9.1,5.8,7,31,48.7,40.4,162,1620,75,472,18
AUDI,S1 quattro 2.0 TFSI 231PS Stop-Start 18'' wheels,QM6,1984,Petrol,9.2,5.9,7.2,30.7,47.9,39.2,166,1670,75,472,18
AUDI,S1 quattro 2.0 TFSI 231PS Stop-Start 17'' wheels,QM6,1984,Petrol,9.2,5.9,7.1,30.7,47.9,39.8,166,1645,75,472,18
AUDI,S1 quattro 2.0 TFSI 231PS Stop-Start 18'' wheels,QM6,1984,Petrol,9.3,6,7.3,30.4,47.1,38.7,168,1692,75,472,18
AUDI,S3 2.0 TFSI quattro 310PS 7speed S-tronic 19'' wheels,QD7,1984,Petrol,8.5,5.8,6.8,33.2,48.7,41.5,156,1577,74,488,14
AUDI,S3 2.0 TFSI quattro 310PS 18'' wheels,QM6,1984,Petrol,9.1,5.8,7,31,48.7,40.4,162,1620,72,377,24
AUDI,S3 2.0 TFSI quattro 310PS 19'' wheels,QM6,1984,Petrol,9.2,5.9,7.1,30.7,47.9,39.8,163,1645,72,377,24
AUDI,S3 2.0 TFSI quattro 310PS 19'' wheels,QM6,1984,Petrol,9.2,5.9,7.1,30.7,47.9,39.8,163,1645,72,377,24
AUDI,S3 2.0 TFSI quattro 310PS 7speed S-tronic 19'' wheels,QD7,1984,Petrol,8.3,5.5,6.5,34,51.4,43.5,151,1505,74,488,14
AUDI,S3 2.0 TFSI quattro 310PS 18'' wheels,QM6,1984,Petrol,9.1,5.8,7,31,48.7,40.4,162,1620,72,377,24
AUDI,S3 2.0 TFSI quattro 310PS 19'' wheels,QM6,1984,Petrol,9.2,5.9,7.1,30.7,47.9,39.8,163,1645,72,377,24
AUDI,S3 2.0 TFSI quattro 310PS 7speed S-tronic 19'' wheels,QD7,1984,Petrol,8.3,5.6,6.6,34,50.4,42.8,152,1529,74,488,14
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic with 18'' wheels,QD7,1984,Petrol,8.1,5.8,6.6,34.9,48.7,42.8,152,1529,72,253,25
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic with 19'' wheels,QD7,1984,Petrol,8.2,5.9,6.7,34.4,47.9,42.2,154,1551,72,253,25
AUDI,S4 3.0 TFSI quattro V6 354PS 8-speed Tiptronic 18'' wheels,QA8,2995,Petrol,9.8,5.9,7.3,28.8,47.9,38.7,166,1692,74,373,14
AUDI,S4 3.0 TFSI quattro V6 354PS 8-speed Tiptronic 19'' wheels,QA8,2995,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,170,1736,74,373,14
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic 19'' wheels,QD7,1984,Petrol,8.2,5.7,6.6,34.4,49.6,42.8,151,1529,72,253,25
AUDI,S5 3.0 TFSI quattro V6 354PS 8-speed Tiptronic 19'' wheels,QA8,2995,Petrol,9.9,6,7.4,28.5,47.1,38.2,170,1714,74,373,14
AUDI,S5 3.0 TFSI quattro V6 354PS 8-speed tiptronic 19'' wheels,QA8,2995,Petrol,9.9,6.1,7.5,28.5,46.3,37.7,170,1736,74,373,14
AUDI,2.0 TFSI quattro 180PS 7speed S tronic with 17'' wheels,QD7,1984,Petrol,8,5.9,6.6,35.3,47.9,42.8,152,1529,70,495,9
AUDI,2.0 TFSI quattro 180PS 7speed S tronic with 18'' wheels,QD7,1984,Petrol,8,6,6.7,35.3,47.1,42.2,155,1551,70,495,9
AUDI,2.0 TFSI quattro 180PS 7speed S tronic with 19'' wheels,QD7,1984,Petrol,8.4,6.3,7,33.6,44.8,40.4,161,1620,70,495,9
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic 18'' wheels,QD7,1984,Petrol,8.4,6.1,6.9,33.6,46.3,40.9,157,1601,72,484,29
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic 19'' wheels,QD7,1984,Petrol,8.4,6.1,7,33.6,46.3,40.4,159,1620,72,484,29
AUDI,2.0 TFSI quattro 252PS 7speed S-tronic 20'' wheels,QD7,1984,Petrol,8.6,6.3,7.1,32.8,44.8,39.8,162,1645,72,484,29
AUDI,2.0 TFSI quattro 230PS S tronic,QD6,1984,Petrol,8.5,5.6,6.6,33.2,50.4,42.8,153,1529,72,367,20
AUDI,2.0 TTS quattro 310PS,QM6,1984,Petrol,9.4,6.1,7.3,30.1,46.3,38.7,168,1692,73,387,21
AUDI,2.0 TTS quattro 310PS S tronic,QD6,1984,Petrol,8.4,6,6.9,33.6,47.1,40.9,159,1601,72,375,20
AUDI,2.0 TFSI 230PS S tronic,D6,1984,Petrol,8.6,5.6,6.7,32.8,50.4,42.2,155,1551,74,304,14
AUDI,2.0 TFSI quattro 230PS S tronic,QD6,1984,Petrol,8.7,5.8,6.9,32.5,48.7,40.9,158,1601,72,367,20
AUDI,2.0 TTS quattro 310PS S tronic,QD6,1984,Petrol,8.6,6.2,7.1,32.8,45.6,39.8,163,1645,72,375,20
BMW,M140i - 18'' tyres,A8,2998,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,163,1645,72,376,33
BMW,125i 18'' tyres,A8,1997,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,151,1505,72,250,28
BMW,125i 18'' tyres,M6,1997,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,157,1551,74,383,33
BMW,M140i - 18'' tyres,A8,2998,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,163,1645,72,376,33
BMW,125i 18'' tyres,A8,1997,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,151,1505,72,250,28
BMW,125i 18'' tyres,M6,1997,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,157,1551,74,383,33
BMW,225i xDrive Active Tourer - 18'' tyres,A8,1998,Petrol,8.3,5.5,6.5,34,51.4,43.5,152,1505,70,304,28
BMW,220i - 17'' tyres,M6,1997,Petrol,9.2,5.3,6.7,30.7,53.3,42.2,157,1551,70,288,38
BMW,220i - 18'' tyres,M6,1997,Petrol,9.4,5.4,6.9,30.1,52.3,40.9,161,1601,70,288,38
BMW,220i – 18'' tyres,A8,1997,Petrol,8.7,5.2,6.5,32.5,54.3,43.5,152,1505,71,263,36
BMW,228i - 18'' tyres,A8,1997,Petrol,9,5.4,6.7,31.4,52.3,42.2,157,1551,72,250,28
BMW,228i - 18'' tyres,M6,1997,Petrol,9.3,5.6,7,30.4,50.4,40.4,163,1620,74,383,33
BMW,230i - 18'' tyres,M6,1998,Petrol,8.9,5.5,6.8,31.7,51.4,41.5,155,1577,73,323,22
BMW,M240i - 18'' tyres,A8,2998,Petrol,9.8,6,7.4,28.8,47.1,38.2,169,1714,72,376,33
BMW,M240i - 18'' tyres,A8,2998,Petrol,9.4,5.8,7.1,30.1,48.7,39.8,163,1645,72,376,33
BMW,228i Coupé - 18'' tyres,M6,1997,Petrol,8.8,5.4,6.6,32.1,52.3,42.8,155,1529,74,383,33
BMW,320i xDrive - 18'' tyres,M6,1998,Petrol,8.7,5.7,6.8,32.5,49.6,41.5,156,1577,73,329,31
BMW,320i xDrive - 19'' tyres,A8,1998,Petrol,8.1,5.7,6.6,34.9,49.6,42.8,151,1529,63,271,42
BMW,320i xDrive - 19'' tyres,M6,1998,Petrol,9,5.9,7.1,31.4,47.9,39.8,161,1645,73,329,31
BMW,340i - 18'' tyres,A8,2998,Petrol,9.6,5.6,7,29.4,50.4,40.4,161,1620,69,283,10
BMW,340i - 19'' tyres,A8,2998,Petrol,9.8,5.8,7.3,28.8,48.7,38.7,166,1692,69,283,10
BMW,320i Gran Turismo - 18'' tyres,M6,1997,Petrol,8.9,5.4,6.7,31.7,52.3,42.2,155,1551,71,253,21
BMW,320i Gran Turismo - 19'' tyres,M6,1997,Petrol,9,5.5,6.8,31.4,51.4,41.5,157,1577,71,253,21
BMW,320i xDrive Gran Turismo - 18'' tyres,A8,1997,Petrol,8.7,5.5,6.7,32.5,51.4,42.2,155,1551,68,278,19
BMW,320i xDrive Gran Turismo - 18'' tyres,M6,1997,Petrol,9.3,5.8,7.1,30.4,48.7,39.8,165,1645,70,285,27
BMW,320i xDrive Gran Turismo - 19'' tyres,A8,1997,Petrol,8.8,5.6,6.8,32.1,50.4,41.5,157,1577,68,278,19
BMW,320i xDrive Gran Turismo - 19'' tyres,M6,1997,Petrol,9.4,5.9,7.2,30.1,47.9,39.2,167,1670,70,285,27
BMW,328i Gran Turismo - 18'' tyres,M6,1997,Petrol,8.8,5.5,6.8,32.1,51.4,41.5,157,1577,74,389,32
BMW,328i Gran Turismo - 19'' tyres,A8,1997,Petrol,8.5,5.4,6.5,33.2,52.3,43.5,152,1505,73,264,32
BMW,328i Gran Turismo - 19'' tyres,M6,1997,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1577,74,389,32
BMW,320i xDrive - 16'' & 17'' tyres,M6,1998,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,71,214,25
BMW,320i xDrive - 18'' & 19'' tyres,M6,1998,Petrol,9,5.5,6.8,31.4,51.4,41.5,159,1577,71,214,25
BMW,330i - 18'' & 19'' tyres,M6,1998,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,151,1505,75,221,19
BMW,340i - 18'' & 19'' tyres,A8,2998,Petrol,9.1,5.5,6.8,31,51.4,41.5,159,1577,71,133,36
BMW,320i xDrive - 16'' & 17'' tyres,M6,1998,Petrol,9.2,5.7,7,30.7,49.6,40.4,164,1620,71,213,25
BMW,320i xDrive - 18'' & 19'' tyres,A8,1998,Petrol,8.5,5.3,6.5,33.2,53.3,43.5,151,1505,66,151,25
BMW,320i xDrive - 18'' & 19'' tyres,M6,1998,Petrol,9.5,6,7.3,29.7,47.1,38.7,169,1692,71,213,25
BMW,330i - 18'' & 19'' tyres,M6,1998,Petrol,8.7,5.6,6.7,32.5,50.4,42.2,157,1551,75,221,19
BMW,340i - 18'' & 19'' tyres,A8,2998,Petrol,9.3,5.7,7,30.4,49.6,40.4,164,1620,71,133,36
BMW,420i Convertible - 17'' tyres,M6,1997,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,154,1529,70,295,22
BMW,420i Convertible - 18'' & 19'' tyres,A8,1997,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,153,1529,68,278,19
BMW,420i Convertible - 18'' & 19'' tyres,M6,1997,Petrol,9.2,5.4,6.8,30.7,52.3,41.5,158,1577,70,295,22
BMW,428i Convertible - 17'' tyres,A8,1997,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,154,1529,73,391,32
BMW,428i Convertible - 17'' tyres,M6,1997,Petrol,8.8,5.7,6.8,32.1,49.6,41.5,159,1577,74,533,44
BMW,428i Convertible - 18'' & 19'' tyres,A8,1997,Petrol,8.8,5.6,6.8,32.1,50.4,41.5,158,1577,73,391,32
BMW,428i Convertible - 18'' &19'' tyres,M6,1997,Petrol,9.4,5.6,7,30.1,50.4,40.4,163,1620,74,533,44
BMW,420i - 18'' & 19'' tyres,M6,1998,Petrol,8.6,5.5,6.6,32.8,51.4,42.8,153,1529,72,189,21
BMW,430i - 18'' & 19'' tyres,M6,1998,Petrol,9,5.8,7,31.4,48.7,40.4,162,1620,75,221,19
BMW,440i - 18'' & 19'' tyres,A8,2998,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,167,1670,71,282,15
BMW,420i xDrive - 17'' tyres,M6,1998,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,72,213,25
BMW,420i xDrive - 18'' & 19'' tyres,M6,1998,Petrol,9,5.7,6.9,31.4,49.6,40.9,161,1601,72,213,25
BMW,430i - 18'' & 19'' tyres,M6,1998,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,151,1505,75,221,19
BMW,440i - 18'' & 19'' tyres,A8,2998,Petrol,9.1,5.5,6.8,31,51.4,41.5,159,1577,71,282,15
BMW,420i xDrive Coupé - 17'' tyres,M6,1997,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1577,70,295,22
BMW,420i xDrive Coupé - 18'' & 19'' tyres,A8,1997,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,153,1529,68,239,28
BMW,420i xDrive Coupé - 18'' & 19'' tyres,M6,1997,Petrol,9.2,5.7,7,30.7,49.6,40.4,163,1620,70,295,22
BMW,428i Coupé - 17'' tyres,M6,1997,Petrol,8.8,5.3,6.6,32.1,53.3,42.8,154,1529,74,506,18
BMW,428i Coupé - 18'' & 19'' tyres,M6,1997,Petrol,9,5.3,6.7,31.4,53.3,42.2,156,1551,74,506,18
BMW,420i Gran Coupé - 18'' & 19'' tyres,M6,1997,Petrol,8.9,5.2,6.6,31.7,54.3,42.8,153,1529,70,279,18
BMW,420i xDrive Gran Coupé - 17'' tyres,M6,1997,Petrol,9.1,5.7,6.9,31,49.6,40.9,161,1601,70,295,22
BMW,420i xDrive Gran Coupé - 18'' & 19'' tyres,A8,1997,Petrol,8.8,5.2,6.5,32.1,54.3,43.5,152,1505,68,239,28
BMW,420i xDrive Gran Coupé - 18'' & 19'' tyres,M6,1997,Petrol,9.3,5.8,7.1,30.4,48.7,39.8,164,1645,70,295,22
BMW,428i Gran Coupé - 17'' tyres,M6,1997,Petrol,8.9,5.3,6.6,31.7,53.3,42.8,154,1529,74,506,18
BMW,428i Gran Coupé - 18'' & 19'' tyres,M6,1997,Petrol,9,5.3,6.7,31.4,53.3,42.2,156,1551,74,506,18
BMW,420i xDrive - 17'' tyres,M6,1998,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,72,213,25
BMW,420i xDrive - 18'' & 19'' tyres,M6,1998,Petrol,9,5.7,6.9,31.4,49.6,40.9,161,1601,72,213,25
BMW,430i - 18'' & 19'' tyres,M6,1998,Petrol,8.4,5.4,6.5,33.6,52.3,43.5,151,1505,75,221,19
BMW,440i - 18'' & 19'' tyres,A8,2998,Petrol,9.1,5.5,6.8,31,51.4,41.5,159,1577,71,282,15
BMW,520i - 18'' tyres all-round,M6,1997,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,73,400,32
BMW,520i - mixed 18'' & 19'' tyres,M6,1997,Petrol,9,5.5,6.8,31.4,51.4,41.5,159,1577,73,400,32
BMW,528i - mixed 18'' & 19'' tyres,A8,1997,Petrol,8.6,5.3,6.5,32.8,53.3,43.5,152,1505,69,317,42
BMW,540i xDrive - 18'' 19'' 20'' run-flat tyres,A8,2998,Petrol,9.5,5.9,7.2,29.7,47.9,39.2,164,1670,67,372,29
BMW,520i - 17'' tyres,M6,1997,Petrol,8.9,5.5,6.7,31.7,51.4,42.2,157,1551,73,400,32
BMW,520i - 18'' tyres,A8,1997,Petrol,8.9,5.2,6.5,31.7,54.3,43.5,152,1505,69,285,32
BMW,520i - 18'' tyres,M6,1997,Petrol,9.2,5.7,7,30.7,49.6,40.4,162,1620,73,400,32
BMW,520i - 19'' tyres,A8,1997,Petrol,9.1,5.3,6.7,31,53.3,42.2,157,1551,69,285,32
BMW,520i - 19'' tyres,M6,1997,Petrol,9.5,5.8,7.2,29.7,48.7,39.2,167,1670,73,400,32
BMW,528i - 18'' tyres,A8,1997,Petrol,8.7,5.4,6.6,32.5,52.3,42.8,154,1529,69,317,42
BMW,528i - 19'' tyres,A8,1997,Petrol,9,5.6,6.8,31.4,50.4,41.5,159,1577,69,317,42
BMW,740Li Saloon - 18'' tyres,A8,2998,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,159,1577,66,98,36
BMW,740Li Saloon - 19'' & 20'' tyres,A8,2998,Petrol,9.7,5.5,7,29.1,51.4,40.4,164,1620,66,98,36
BMW,Z4 sDrive18i,A8,1997,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,159,1577,72,285,32
BMW,Z4 sDrive18i,M6,1997,Petrol,8.9,5.6,6.8,31.7,50.4,41.5,159,1577,74,309,24
BMW,Z4 sDrive20i,A8,1997,Petrol,9.4,5.3,6.8,30.1,53.3,41.5,159,1577,72,285,32
